price,name,address,ward,line_station,line,station,bus_time,walk_time,area,balcony,floor_plan,age,renovation,reform
3280万円,山王マンション,東京都大田区山王２,大田区,ＪＲ京浜東北線「大森」徒歩3分,ＪＲ京浜東北線,大森,0,3,53m2（16.03坪）（壁芯）,9.27m2,2LDK,1967年9月,0,0
3280万円,ガーデンホーム西蒲田II,東京都大田区西蒲田１,大田区,ＪＲ京浜東北線「蒲田」徒歩13分,ＪＲ京浜東北線,蒲田,0,13,41.46m2（壁芯）,6.08m2,2DK,1998年1月,0,1
3299万円,中銀弦巻マンシオン,東京都世田谷区弦巻２,世田谷区,東急田園都市線「駒沢大学」徒歩10分,東急田園都市線,駒沢大学,0,10,41.63m2（壁芯）,3.08m2,1LDK,1983年3月,0,0
3299万円,中銀弦巻マンシオン,東京都世田谷区弦巻２,世田谷区,東急田園都市線「駒沢大学」徒歩10分,東急田園都市線,駒沢大学,0,10,41.63m2（壁芯）,3.08m2,1LDK,1983年3月,0,1
3330万円,【リノベ済×ペット可】スケルトンからの新規内装♪桜新…,東京都世田谷区弦巻４,世田谷区,東急田園都市線「桜新町」徒歩9分,東急田園都市線,桜新町,0,9,46.43m2（壁芯）,4.95m2,2LDK,1978年7月,0,0
3380万円,烏山南住宅,東京都世田谷区南烏山２-8-2,世田谷区,京王線「芦花公園」徒歩5分,京王線,芦花公園,0,5,59.22m2（17.91坪）,3.91m2,3LDK,1971年1月,0,0
3380万円,第一東個マンション,東京都品川区東大井２-26-10,品川区,京急本線「立会川」徒歩3分,京急本線,立会川,0,3,56.1m2（16.97坪）,4.2m2,2LDK,1978年10月,0,0
3380万円,シャルム蓮沼,東京都大田区東矢口３-18-6,大田区,東急池上線「蓮沼」徒歩3分,東急池上線,蓮沼,0,3,47.95m2（14.50坪）,7.56m2,2LDK,1980年9月,0,0
3380万円,シュロス田園調布南,東京都大田区田園調布南,大田区,東急多摩川線「沼部」徒歩6分,東急多摩川線,沼部,0,6,38.18m2（11.54坪）,17.95m2,1LDK,2009年11月,0,1
3380万円,シャルム蓮沼,東京都大田区東矢口３,大田区,東急池上線「蓮沼」徒歩3分,東急池上線,蓮沼,0,3,47.95m2（登記）,7.56m2,2LDK,1980年9月,0,0
3380万円,品川八潮パークタウン　潮路東ハイツ　57号棟,東京都品川区八潮５-10,品川区,東京モノレール「大井競馬場前」徒歩13分,東京モノレール,大井競馬場前,0,13,74.18m2（22.43坪）（壁芯）,11.63m2,3LDK,1983年3月,0,0
3380万円,中銀マンシオン東山,東京都目黒区東山２,目黒区,東急田園都市線「池尻大橋」徒歩5分,東急田園都市線,池尻大橋,0,5,42.09m2（壁芯）,-,1LDK,1968年2月,0,0
3390万円,ローヤルマンション戸越,東京都品川区平塚２,品川区,東急池上線「戸越銀座」徒歩4分,東急池上線,戸越銀座,0,4,39.95m2（壁芯）,5.49m2,1LDK,1973年2月,0,0
3390万円,目黒グリーンコープ,東京都目黒区下目黒２-21-19,目黒区,ＪＲ山手線「目黒」徒歩10分,ＪＲ山手線,目黒,0,10,36.51m2（壁芯）,6.54m2,1LDK,1971年9月,0,0
3399万円,オータム世田谷,東京都世田谷区世田谷４-7-3,世田谷区,東急世田谷線「世田谷」徒歩3分,東急世田谷線,世田谷,0,3,46.98m2（14.21坪）（壁芯）,5.15m2,2DK,1982年8月,0,0
3399万円,中銀弦巻マンシオン,東京都世田谷区弦巻２,世田谷区,東急田園都市線「駒沢大学」徒歩11分,東急田園都市線,駒沢大学,0,11,41.63m2（12.59坪）（壁芯）,3.08m2,1LDK,1983年3月,1,0
3450万円,セブンスターマンション第５,東京都品川区西五反田２-31-5,品川区,ＪＲ山手線「五反田」徒歩6分,ＪＲ山手線,五反田,0,6,56.47m2（17.08坪）,5.4m2,1LDK,1981年4月,0,0
3480万円,仲六郷ダイヤモンドマンション,東京都大田区仲六郷１,大田区,京急本線「雑色」徒歩6分,京急本線,雑色,0,6,55m2（壁芯）,6.36m2,1LDK,1982年9月,0,0
3480万円,ハイラーク芦花公園,東京都世田谷区粕谷４-14-4,世田谷区,京王線「千歳烏山」徒歩9分,京王線,千歳烏山,0,9,48.91m2（壁芯）,2.7m2,1LDK,1981年5月,1,0
